title,user,img,url,user_url,user_img
Spring Boot에 ChatGPT 연동하기(chat),Suyeon,https://velog.velcdn.com/images/suyeon0_0/post/9cfd7f6e-6b09-4e7f-a3f1-3a7214ab671d/image.png,https://velog.io/@suyeon0_0/Temp-Title,https://velog.io//@suyeon0_0/posts,https://velog.velcdn.com/images/suyeon0_0/profile/8f6c8a2d-ef58-4cf8-86db-5322275b733d/image.jpeg
[TIL]240628(금) 주특기 플러스 5일차,깨달이정원,https://velog.velcdn.com/images/sise96/post/e2e591b7-0b02-43d7-b831-0efcf4aaf794/image.png,https://velog.io/@sise96/TIL240628금-주특기-플러스-5일차,https://velog.io//@sise96/posts,https://velog.velcdn.com/images/sise96/profile/7f80156e-6ccf-4056-a968-01767eeb05ec/image.webp
[2024 하계 모각코] 목표와 계획,정현서,https://velog.velcdn.com/images/hyeonseohyeon/post/646d5f91-fa97-472e-bff1-2c5e65362359/image.png,https://velog.io/@hyeonseohyeon/2024-하계-모각코-목표와-계획,https://velog.io//@hyeonseohyeon/posts,/images/user-thumbnail.png
전략 패턴,김준영,,https://velog.io/@junyoungs7/전략-패턴-2b5hse38,https://velog.io//@junyoungs7/posts,/images/user-thumbnail.png
자바설치하기(2),제민,https://velog.velcdn.com/images/jam_developer1/post/7a478848-c704-4032-a571-1346da68d971/image.png,https://velog.io/@jam_developer1/자바설치하기2,https://velog.io//@jam_developer1/posts,https://velog.velcdn.com/images/jam_developer1/profile/f43a2070-fce0-4c34-becc-6f855d842bca/image.jpg
[React] React에 SOLID 원칙 중 SRP 원칙 적용하기,빈2,https://velog.velcdn.com/images/yongb2n/post/4d42513d-ee2c-41f1-9978-77ffbf93b1c0/image.png,https://velog.io/@yongb2n/React-React에-SOLID-원칙-중-SRP-원칙-적용하기,https://velog.io//@yongb2n/posts,https://velog.velcdn.com/images/yongb2n/profile/65afc0c4-5003-4cdb-a633-af51b44e929c/image.jpeg
CodeUp 기초 100제 Java로 풀어보기(1035),SeongMun,https://velog.velcdn.com/images/seongmun/post/917e5fdb-d953-49d5-9bae-4d3e68feada2/image.png,https://velog.io/@seongmun/CodeUp-기초-100제-Java로-풀어보기1035-mjzwrtrg,https://velog.io//@seongmun/posts,/images/user-thumbnail.png
[Python] PyAutoGUI Library,xaehn,,https://velog.io/@xaehn/Python-PyAutoGUI-Library,https://velog.io//@xaehn/posts,/images/user-thumbnail.png
06/29 SQL 문제풀이 - (⭐⭐⭐) 1468. Calculate Salaries (Leetcode) ,Data Architect / Engineer,https://velog.velcdn.com/images/pppcent/post/2148b3bb-ae1f-4c20-a0b7-c669ae844a3f/image.jpg,https://velog.io/@pppcent/0629-SQL-문제풀이-1468.-Calculate-Salaries-Leetcode,https://velog.io//@pppcent/posts,https://velog.velcdn.com/images/pppcent/profile/03ddb76f-f49b-4801-99b9-0c3f46ce1a07/image.jpg
캠퍼스포차 방문후기,SuKyoung,https://velog.velcdn.com/images/sukyoungshin/post/81341723-6364-424f-b515-ba8e9ff2075f/image.jpg,https://velog.io/@sukyoungshin/캠퍼스포차-방문후기,https://velog.io//@sukyoungshin/posts,https://velog.velcdn.com/images/sukyoungshin/profile/798af22e-b954-4b92-a82f-2dbe3631cc43/image.png
[MIL] 먼슬리... 리엑트 공부 정리,Cherry Jin,https://velog.velcdn.com/images/leesin1040/post/38699c95-9950-45d3-b704-7e64b6afe9a3/image.png,https://velog.io/@leesin1040/MIL-먼슬리...-리엑트-공부-정리,https://velog.io//@leesin1040/posts,https://velog.velcdn.com/images/leesin1040/profile/cceee939-c799-4cd9-9881-9243591e8b08/social_profile.jpeg
TIL 2024.06.27,Boyoung Lee,https://velog.velcdn.com/images/genuss040822/post/230247ce-ddc6-4ea2-959e-683dc944bfb4/image.jpg,https://velog.io/@genuss040822/TIL-2024.06.27,https://velog.io//@genuss040822/posts,https://velog.velcdn.com/images/genuss040822/profile/a9286d34-cabc-4c59-b6d5-95018eb8ad11/image.jpeg
CodeUp 기초 100제 Java로 풀어보기(1035),SeongMun,https://velog.velcdn.com/images/seongmun/post/15b202d6-704a-4644-8a22-221be5637ffd/image.png,https://velog.io/@seongmun/CodeUp-기초-100제-Java로-풀어보기1035,https://velog.io//@seongmun/posts,/images/user-thumbnail.png
Spring Controller 값 전달 4 (List형의 mav값 가져오기),shy,,https://velog.io/@shy1012/Spring-Controller-값-전달-4-List형의-mav값-가져오기,https://velog.io//@shy1012/posts,https://velog.velcdn.com/images/shy1012/profile/3be4d905-7136-4579-b9cf-6b83c60bcc40/image.jpg
DOM 구조와 접근방법,yunsungLEE,,https://velog.io/@yunsunglee2/DOM-구조와-접근방법,https://velog.io//@yunsunglee2/posts,https://velog.velcdn.com/images/yunsunglee2/profile/6852903c-2527-496c-9fb2-a67a02f5a6dd/image.JPG
JAVA개발자로써의 첫걸음,제민,https://velog.velcdn.com/images/jam_developer1/post/ca0a6bae-64ec-4cb2-89f5-8c9f7ca876ac/image.png,https://velog.io/@jam_developer1/JAVA개발자로써의-첫걸음,https://velog.io//@jam_developer1/posts,https://velog.velcdn.com/images/jam_developer1/profile/f43a2070-fce0-4c34-becc-6f855d842bca/image.jpg
Swagger 완벽 정복기,곰겜,https://velog.velcdn.com/images/beargame/post/b10e5c3e-9734-4bdd-b42d-63d833d6e45a/image.jpg,https://velog.io/@beargame/Swagger-완벽-정복기,https://velog.io//@beargame/posts,https://velog.velcdn.com/images/beargame/profile/3c24ad1b-b825-420e-a014-9b6af476a335/social_profile.jpeg
[C++][백준] 2003 수들의 합2,Crom,https://velog.velcdn.com/images/cromnext/post/58e92464-1ec4-4ac7-b220-488e4cda41ee/image.png,https://velog.io/@cromnext/C백준-2003-수들의-합2,https://velog.io//@cromnext/posts,https://velog.velcdn.com/images/cromnext/profile/3bc4584c-f1af-4500-9299-8ef9945caec5/social_profile.png
객체지향의 사실과 오해 정리 - 1,guswls,https://velog.velcdn.com/images/guswlsdl0121/post/f73c9c35-5fd9-4c10-96b9-4becc94674cb/image.png,https://velog.io/@guswlsdl0121/객체지향의-사실과-오해-정리-1,https://velog.io//@guswlsdl0121/posts,https://velog.velcdn.com/images/guswlsdl0121/profile/9fab4a0f-0909-420b-bae2-a8413886f64d/social_profile.png
240627~240628 미니프로젝트(完),shy,,https://velog.io/@shy1012/240627240628-미니프로젝트完,https://velog.io//@shy1012/posts,https://velog.velcdn.com/images/shy1012/profile/3be4d905-7136-4579-b9cf-6b83c60bcc40/image.jpg
디자인 패턴,Park sang woo,https://velog.velcdn.com/images/lusate/post/93a95b23-9e26-4122-b867-dd7d54fe62ef/image.png,https://velog.io/@lusate/디자인-패턴-6mr6b0q3,https://velog.io//@lusate/posts,https://velog.velcdn.com/images/lusate/profile/fa7b6e68-1da7-4179-90d3-33970e258989/image.jpg
[SOLID] LSP와 ISP에 대해 알아보자,eunduk.log,,https://velog.io/@eunduk/SOLID-LSP와-ISP에-대해-알아보자,https://velog.io//@eunduk/posts,/images/user-thumbnail.png
[Trouble Shooting] Node.js Unsupported platform in WSL,devlcw,,https://velog.io/@devcw/Trouble-Shooting-Node.js-Unsupported-platform-in-WSL,https://velog.io//@devcw/posts,https://velog.velcdn.com/images/devcw/profile/879d3e16-e90a-41d9-8394-5fa02d2fd8f7/social_profile.png
Tailwind CSS & cva,곽재훈,https://velog.velcdn.com/images/jh5414092/post/7216d969-7d45-4c7c-94c4-e52f4ae5c59f/image.png,https://velog.io/@jh5414092/Tailwind-CSS-cva,https://velog.io//@jh5414092/posts,https://velog.velcdn.com/images/jh5414092/profile/14761135-7c8e-4e8a-a507-79cedb1650da/image.png
TEEMO.GG 개발기 (배치 외부 API Rate Limit),흐핫,https://velog.velcdn.com/images/swager253/post/4e8869a4-8542-448e-a65e-43686f6c74cb/image.png,https://velog.io/@swager253/TEEMO.GG-개발기-배치,https://velog.io//@swager253/posts,https://velog.velcdn.com/images/swager253/profile/2f2ca512-5dcf-4b37-9b6e-68527242400a/image.jpeg
"Next.js 14(app router)에서 GA4, GTM, @next/third-parties 사용하기",ClydeHan,https://velog.velcdn.com/images/clydehan/post/7ebac940-9c5d-4a3f-981e-8e5062c66c71/image.png,https://velog.io/@clydehan/Next.js-14app-router에서-GA4-GTM-nextthird-parties-사용하기,https://velog.io//@clydehan/posts,https://velog.velcdn.com/images/clydehan/profile/4825c555-8762-4835-9cd6-627329c1d854/image.png
타입의 안정성? 복잡성 증가?,박요셉,,https://velog.io/@0dytpq0/타입의-안정성-복잡성-증가,https://velog.io//@0dytpq0/posts,https://velog.velcdn.com/images/0dytpq0/profile/f4fc7be1-3a70-420d-b99d-03d45b6d00c7/social_profile.png
자바란?(1),제민,https://velog.velcdn.com/images/jam_developer1/post/96b8febc-f604-48a4-9758-0732bd20021e/image.png,https://velog.io/@jam_developer1/자바언어1,https://velog.io//@jam_developer1/posts,https://velog.velcdn.com/images/jam_developer1/profile/f43a2070-fce0-4c34-becc-6f855d842bca/image.jpg
[TIL #43] Typescript 개인과제-1,차슈,https://velog.velcdn.com/images/cotn963/post/c6f489b2-70df-4ac8-b434-9298486516c9/image.gif,https://velog.io/@cotn963/TIL-43-Type-script-개인과제,https://velog.io//@cotn963/posts,https://velog.velcdn.com/images/cotn963/profile/2098f62a-aa83-48ea-b6e3-170779dac313/image.jpeg
안드로이드 케이크처럼 시작하기 (1) 설치하기,이건희,https://velog.velcdn.com/images/tumblecat/post/d5d3e987-26ee-4467-ba73-b1567d35a294/image.png,https://velog.io/@tumblecat/안드로이드-케이크처럼-시작하기-1-설치하기,https://velog.io//@tumblecat/posts,https://velog.velcdn.com/images/tumblecat/profile/31051b74-0bd9-4f3f-89b9-540063efc9af/image.jpg
