title,user,img,url,user_url,user_img
"[9천명 접속!] ""무아지경"" 동국대  축제사이트 돌아보기 1",오찬주,https://velog.velcdn.com/images/ohchanju3/post/50835802-8cab-408e-8dfb-0167663c92e6/image.png,https://velog.io/@ohchanju3/9천명-접속-무아지경-동국대-축제사이트-돌아보기,https://velog.io//@ohchanju3/posts,https://velog.velcdn.com/images/ohchanju3/profile/4167c989-0c7d-46f3-bb3e-faf85d957edd/image.jpeg
타입의 안정성? 복잡성 증가?,박요셉,,https://velog.io/@0dytpq0/타입의-안정성-복잡성-증가,https://velog.io//@0dytpq0/posts,https://velog.velcdn.com/images/0dytpq0/profile/f4fc7be1-3a70-420d-b99d-03d45b6d00c7/social_profile.png
[Java Script] Cookie 설정,yedi,https://velog.velcdn.com/images/yedi/post/c0c565e4-c29f-4535-87e0-95d7d9258168/image.jpeg,https://velog.io/@yedi/Java-Script-Cookie-설정,https://velog.io//@yedi/posts,/images/user-thumbnail.png
Web Assembly,gitsunmin,https://velog.velcdn.com/images/gitsunmin/post/1fd2b125-a9ff-48d0-be0e-7489ba2dfd0a/image.png,https://velog.io/@gitsunmin/Web-Assembly,https://velog.io//@gitsunmin/posts,https://velog.velcdn.com/images/gitsunmin/profile/15bb800b-0ada-493f-bcaa-8c9acccbbf01/social_profile.jpeg
"[React] 클래스형 컴포넌트, 함수형 컴포넌트",ClydeHan,https://velog.velcdn.com/images/clydehan/post/e0d78a70-a458-47b5-98db-d82e08640d93/image.png,https://velog.io/@clydehan/React-클래스형-컴포넌트-함수형-컴포넌트,https://velog.io//@clydehan/posts,https://velog.velcdn.com/images/clydehan/profile/4825c555-8762-4835-9cd6-627329c1d854/image.png
RTK 와 Typescript 사용하기,ZOMINS,,https://velog.io/@zomins/RTK-와-Typescript-사용하기,https://velog.io//@zomins/posts,https://velog.velcdn.com/images/zomins/profile/ae616476-e441-47bf-b12c-210f153c9c1d/image.jpg
[노가리] 예비군 동미참 4일차 후기,Minjun Kim,https://velog.velcdn.com/images/thundevistan/post/2244f261-3338-427e-9a4f-a54422505e3a/image.gif,https://velog.io/@thundevistan/노가리-예비군-동미참-4일차-후기,https://velog.io//@thundevistan/posts,https://velog.velcdn.com/images/thundevistan/profile/019913fb-ddf5-4af7-a625-bfe6ae228a03/social_profile.gif
Factory Method,Lee Luda,,https://velog.io/@luda412/Factory-Method,https://velog.io//@luda412/posts,https://velog.velcdn.com/images/luda412/profile/19a0b667-05d4-4ba1-99bb-b8831d452b8c/image.png
[ 6 / 26 ] Today I Learned,ﾠ ﾠ ﾠ ,,https://velog.io/@ghddbsk12/6-26-Today-I-Learned,https://velog.io//@ghddbsk12/posts,https://velog.velcdn.com/images/ghddbsk12/profile/6c601f7f-c40f-4b26-8695-45d5a9ad0f1e/image.jpeg
"240626 TIL_개인 프로젝트5 (나라를 선택할 수 있는 웹사이트 제작) > 리팩토링(가시성을 위한 리팩토링) ,TypeScript 강의 (type), 알고리즘",미밍,https://velog.velcdn.com/images/miming-00/post/7b9730a0-5f6f-4c2f-8294-9bca3cdeb046/image.png,https://velog.io/@miming-00/240626-TIL,https://velog.io//@miming-00/posts,https://velog.velcdn.com/images/miming-00/profile/c3fde1ce-7d44-4e56-a0ca-99c4d086371e/social_profile.png
TIL 2024.06.28,Boyoung Lee,https://velog.velcdn.com/images/genuss040822/post/dfcd9c82-f670-4bd5-955c-cb37e1764ab3/image.jpg,https://velog.io/@genuss040822/TIL-2024.06.28,https://velog.io//@genuss040822/posts,https://velog.velcdn.com/images/genuss040822/profile/a9286d34-cabc-4c59-b6d5-95018eb8ad11/image.jpeg
KDA 훈련 기록지,이승용,https://velog.velcdn.com/images/seungyonglee/post/b5e22c10-5378-4f0c-811c-6757fdb42423/image.webp,https://velog.io/@seungyonglee/KDA-훈련-기록지,https://velog.io//@seungyonglee/posts,https://velog.velcdn.com/images/seungyonglee/profile/1622caf7-f905-49f1-884a-159a1496ee9d/social_profile.jpeg
6/26 TIL (TypeScript),휘진,https://velog.velcdn.com/images/hwijinkim22/post/4bcd2268-f4b5-4ed9-acbd-bb33ec731ed3/image.png,https://velog.io/@hwijinkim22/626-TIL-TypeScript,https://velog.io//@hwijinkim22/posts,https://velog.velcdn.com/images/hwijinkim22/profile/813597b6-1fa4-4ea7-8163-a28d9aa49235/image.jpg
[DL 기본] Transformer,cherry,,https://velog.io/@cherrykim/DL-기본-Transformer,https://velog.io//@cherrykim/posts,https://velog.velcdn.com/images/cherrykim/profile/a6fcce39-18b9-4d7a-bfdd-3e18703b8c3f/image.jpeg
C언어 함수 알아보기 : qsort();,teamplay,https://velog.velcdn.com/images/hexter31376/post/09a0a9be-0e20-4348-8cd9-c1861874e4d9/image.jpeg,https://velog.io/@hexter31376/C언어-함수-알아보기-qsort,https://velog.io//@hexter31376/posts,https://velog.velcdn.com/images/hexter31376/profile/1016cdad-7b3a-41bd-8cd5-4825c5a27794/social_profile.jpeg
